"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00027502","BARROW AIRPORT, AK US","2005-08-23",,"39","35",
"USW00027502","BARROW AIRPORT, AK US","2005-08-24",,"36","34",
"USW00027502","BARROW AIRPORT, AK US","2005-08-25",,"36","34",
"USW00027502","BARROW AIRPORT, AK US","2005-08-26",,"39","34",
"USW00027502","BARROW AIRPORT, AK US","2005-08-27",,"45","35",
"USW00027502","BARROW AIRPORT, AK US","2005-08-28",,"37","32",
"USW00027502","BARROW AIRPORT, AK US","2005-08-29",,"38","32",
"USW00027502","BARROW AIRPORT, AK US","2005-08-30",,"37","31",
"USW00027502","BARROW AIRPORT, AK US","2005-08-31",,"40","32",
"USW00027502","BARROW AIRPORT, AK US","2005-09-01",,"40","31",
"USW00027502","BARROW AIRPORT, AK US","2005-09-02",,"42","36",
"USW00027502","BARROW AIRPORT, AK US","2005-09-03",,"43","34",
"USW00027502","BARROW AIRPORT, AK US","2005-09-04",,"40","32",
"USW00027502","BARROW AIRPORT, AK US","2005-09-05",,"41","31",
"USW00027502","BARROW AIRPORT, AK US","2005-09-06",,"39","28",
"USW00027502","BARROW AIRPORT, AK US","2005-09-07",,"38","29",
"USW00027502","BARROW AIRPORT, AK US","2005-09-08",,"37","31",
"USW00027502","BARROW AIRPORT, AK US","2005-09-09",,"36","34",
"USW00027502","BARROW AIRPORT, AK US","2005-09-10",,"37","34",
"USW00027502","BARROW AIRPORT, AK US","2005-09-11",,"36","32",
"USW00027502","BARROW AIRPORT, AK US","2005-09-12",,"37","32",
"USW00027502","BARROW AIRPORT, AK US","2005-09-13",,"40","33",
"USW00027502","BARROW AIRPORT, AK US","2005-09-14",,"45","34",
"USW00027502","BARROW AIRPORT, AK US","2005-09-15",,"38","34",
"USW00027502","BARROW AIRPORT, AK US","2005-09-16",,"36","34",
"USW00027502","BARROW AIRPORT, AK US","2005-09-17",,"36","34",
"USW00027502","BARROW AIRPORT, AK US","2005-09-18",,"36","34",
"USW00027502","BARROW AIRPORT, AK US","2005-09-19",,"35","32",
"USW00027502","BARROW AIRPORT, AK US","2005-09-20",,"34","32",
"USW00027502","BARROW AIRPORT, AK US","2005-09-21",,"35","30",
"USW00027502","BARROW AIRPORT, AK US","2005-09-22",,"33","30",
"USW00027502","BARROW AIRPORT, AK US","2005-09-23",,"34","33",
"USW00027502","BARROW AIRPORT, AK US","2005-09-24",,"33","30",
"USW00027502","BARROW AIRPORT, AK US","2005-09-25",,"34","29",
"USW00027502","BARROW AIRPORT, AK US","2005-09-26",,"32","28",
"USW00027502","BARROW AIRPORT, AK US","2005-09-27",,"30","27",
"USW00027502","BARROW AIRPORT, AK US","2005-09-28",,"30","27",
"USW00027502","BARROW AIRPORT, AK US","2005-09-29",,"30","25",
"USW00027502","BARROW AIRPORT, AK US","2005-09-30",,"26","24",
"USW00027502","BARROW AIRPORT, AK US","2005-10-01",,"25","23",
"USW00027502","BARROW AIRPORT, AK US","2005-10-02",,"28","18",
"USW00027502","BARROW AIRPORT, AK US","2005-10-03",,"29","24",
"USW00027502","BARROW AIRPORT, AK US","2005-10-04",,"31","21",
"USW00027502","BARROW AIRPORT, AK US","2005-10-05",,"27","19",
"USW00027502","BARROW AIRPORT, AK US","2005-10-06",,"30","20",
"USW00027502","BARROW AIRPORT, AK US","2005-10-07",,"29","25",
"USW00027502","BARROW AIRPORT, AK US","2005-10-08",,"26","22",
"USW00027502","BARROW AIRPORT, AK US","2005-10-09",,"24","20",
"USW00027502","BARROW AIRPORT, AK US","2005-10-10",,"24","22",
"USW00027502","BARROW AIRPORT, AK US","2005-10-11",,"27","24",
"USW00027502","BARROW AIRPORT, AK US","2005-10-12",,"29","26",
"USW00027502","BARROW AIRPORT, AK US","2005-10-13",,"27","21",
"USW00027502","BARROW AIRPORT, AK US","2005-10-14",,"30","18",
"USW00027502","BARROW AIRPORT, AK US","2005-10-15",,"28","6",
"USW00027502","BARROW AIRPORT, AK US","2005-10-16",,"23","11",
"USW00027502","BARROW AIRPORT, AK US","2005-10-17",,"27","22",
"USW00027502","BARROW AIRPORT, AK US","2005-10-18",,"27","24",
"USW00027502","BARROW AIRPORT, AK US","2005-10-19",,"26","24",
"USW00027502","BARROW AIRPORT, AK US","2005-10-20",,"32","13",
"USW00027502","BARROW AIRPORT, AK US","2005-10-21",,"34","24",
"USW00027502","BARROW AIRPORT, AK US","2005-10-22",,"31","27",
"USW00027502","BARROW AIRPORT, AK US","2005-10-23",,"30","24",
"USW00027502","BARROW AIRPORT, AK US","2005-10-24",,"25","21",
"USW00027502","BARROW AIRPORT, AK US","2005-10-25",,"22","17",
"USW00027502","BARROW AIRPORT, AK US","2005-10-26",,"18","11",
"USW00027502","BARROW AIRPORT, AK US","2005-10-27",,"21","13",
"USW00027502","BARROW AIRPORT, AK US","2005-10-28",,"22","9",
"USW00027502","BARROW AIRPORT, AK US","2005-10-29",,"19","12",
"USW00027502","BARROW AIRPORT, AK US","2005-10-30",,"12","8",
"USW00027502","BARROW AIRPORT, AK US","2005-10-31",,"10","-7",
"USW00027502","BARROW AIRPORT, AK US","2005-11-01",,"13","6",
"USW00027502","BARROW AIRPORT, AK US","2005-11-02",,"10","-8",
"USW00027502","BARROW AIRPORT, AK US","2005-11-03",,"16","-5",
"USW00027502","BARROW AIRPORT, AK US","2005-11-04",,"2","-9",
"USW00027502","BARROW AIRPORT, AK US","2005-11-05",,"2","-8",
"USW00027502","BARROW AIRPORT, AK US","2005-11-06",,"0","-15",
"USW00027502","BARROW AIRPORT, AK US","2005-11-07",,"-6","-13",
"USW00027502","BARROW AIRPORT, AK US","2005-11-08",,"3","-6",
"USW00027502","BARROW AIRPORT, AK US","2005-11-09",,"9","0",
"USW00027502","BARROW AIRPORT, AK US","2005-11-10",,"12","0",
"USW00027502","BARROW AIRPORT, AK US","2005-11-11",,"11","5",
"USW00027502","BARROW AIRPORT, AK US","2005-11-12",,"14","0",
"USW00027502","BARROW AIRPORT, AK US","2005-11-13",,"11","2",
"USW00027502","BARROW AIRPORT, AK US","2005-11-14",,"20","6",
"USW00027502","BARROW AIRPORT, AK US","2005-11-15",,"10","-10",
"USW00027502","BARROW AIRPORT, AK US","2005-11-16",,"2","-20",
"USW00027502","BARROW AIRPORT, AK US","2005-11-17",,"5","-6",
"USW00027502","BARROW AIRPORT, AK US","2005-11-18",,"-5","-15",
"USW00027502","BARROW AIRPORT, AK US","2005-11-19",,"-13","-28",
"USW00027502","BARROW AIRPORT, AK US","2005-11-20",,"-12","-24",
"USW00027502","BARROW AIRPORT, AK US","2005-11-21",,"-5","-18",
"USW00027502","BARROW AIRPORT, AK US","2005-11-22",,"-2","-12",
"USW00027502","BARROW AIRPORT, AK US","2005-11-23",,"3","-5",
"USW00027502","BARROW AIRPORT, AK US","2005-11-24",,"4","-11",
"USW00027502","BARROW AIRPORT, AK US","2005-11-25",,"4","-5",
"USW00027502","BARROW AIRPORT, AK US","2005-11-26",,"10","3",
"USW00027502","BARROW AIRPORT, AK US","2005-11-27",,"10","5",
"USW00027502","BARROW AIRPORT, AK US","2005-11-28",,"7","-4",
"USW00027502","BARROW AIRPORT, AK US","2005-11-29",,"5","-4",
"USW00027502","BARROW AIRPORT, AK US","2005-11-30",,"2","-11",
"USW00027502","BARROW AIRPORT, AK US","2005-12-01",,"-2","-11",
"USW00027502","BARROW AIRPORT, AK US","2005-12-02",,"2","-9",
"USW00027502","BARROW AIRPORT, AK US","2005-12-03",,"4","-15",
"USW00027502","BARROW AIRPORT, AK US","2005-12-04",,"-2","-17",
"USW00027502","BARROW AIRPORT, AK US","2005-12-05",,"-2","-8",
"USW00027502","BARROW AIRPORT, AK US","2005-12-06",,"-6","-17",
"USW00027502","BARROW AIRPORT, AK US","2005-12-07",,"-4","-10",
"USW00027502","BARROW AIRPORT, AK US","2005-12-08",,"-2","-5",
"USW00027502","BARROW AIRPORT, AK US","2005-12-09",,"5","-4",
"USW00027502","BARROW AIRPORT, AK US","2005-12-10",,"11","-3",
"USW00027502","BARROW AIRPORT, AK US","2005-12-11",,"-3","-10",
"USW00027502","BARROW AIRPORT, AK US","2005-12-12",,"0","-12",
"USW00027502","BARROW AIRPORT, AK US","2005-12-13",,"-2","-17",
"USW00027502","BARROW AIRPORT, AK US","2005-12-14",,"-2","-9",
"USW00027502","BARROW AIRPORT, AK US","2005-12-15",,"3","-9",
"USW00027502","BARROW AIRPORT, AK US","2005-12-16",,"-1","-15",
"USW00027502","BARROW AIRPORT, AK US","2005-12-17",,"6","-1",
"USW00027502","BARROW AIRPORT, AK US","2005-12-18",,"8","2",
"USW00027502","BARROW AIRPORT, AK US","2005-12-19",,"3","-15",
"USW00027502","BARROW AIRPORT, AK US","2005-12-20",,"3","-15",
"USW00027502","BARROW AIRPORT, AK US","2005-12-21",,"-4","-13",
"USW00027502","BARROW AIRPORT, AK US","2005-12-22",,"-11","-28",
"USW00027502","BARROW AIRPORT, AK US","2005-12-23",,"-3","-27",
"USW00027502","BARROW AIRPORT, AK US","2005-12-24",,"3","-3",
"USW00027502","BARROW AIRPORT, AK US","2005-12-25",,"4","-11",
"USW00027502","BARROW AIRPORT, AK US","2005-12-26",,"6","-13",
"USW00027502","BARROW AIRPORT, AK US","2005-12-27",,"5","-13",
"USW00027502","BARROW AIRPORT, AK US","2005-12-28",,"10","4",
"USW00027502","BARROW AIRPORT, AK US","2005-12-29",,"6","-4",
"USW00027502","BARROW AIRPORT, AK US","2005-12-30",,"9","-3",
"USW00027502","BARROW AIRPORT, AK US","2005-12-31",,"9","3",
"USW00027502","BARROW AIRPORT, AK US","2006-01-01",,"3","-2",
"USW00027502","BARROW AIRPORT, AK US","2006-01-02",,"4","0",
"USW00027502","BARROW AIRPORT, AK US","2006-01-03",,"0","-21",
"USW00027502","BARROW AIRPORT, AK US","2006-01-04",,"-10","-22",
"USW00027502","BARROW AIRPORT, AK US","2006-01-05",,"-6","-12",
"USW00027502","BARROW AIRPORT, AK US","2006-01-06",,"-11","-14",
"USW00027502","BARROW AIRPORT, AK US","2006-01-07",,"-13","-23",
"USW00027502","BARROW AIRPORT, AK US","2006-01-08",,"-5","-24",
"USW00027502","BARROW AIRPORT, AK US","2006-01-09",,"-2","-8",
"USW00027502","BARROW AIRPORT, AK US","2006-01-10",,"-1","-5",
"USW00027502","BARROW AIRPORT, AK US","2006-01-11",,"-1","-13",
"USW00027502","BARROW AIRPORT, AK US","2006-01-12",,"0","-14",
"USW00027502","BARROW AIRPORT, AK US","2006-01-13",,"1","-10",
"USW00027502","BARROW AIRPORT, AK US","2006-01-14",,"-2","-12",
"USW00027502","BARROW AIRPORT, AK US","2006-01-15",,"-8","-14",
"USW00027502","BARROW AIRPORT, AK US","2006-01-16",,"4","-11",
"USW00027502","BARROW AIRPORT, AK US","2006-01-17",,"5","-1",
"USW00027502","BARROW AIRPORT, AK US","2006-01-18",,"-1","-8",
"USW00027502","BARROW AIRPORT, AK US","2006-01-19",,"-7","-15",
"USW00027502","BARROW AIRPORT, AK US","2006-01-20",,"-11","-28",
"USW00027502","BARROW AIRPORT, AK US","2006-01-21",,"-16","-30",
"USW00027502","BARROW AIRPORT, AK US","2006-01-22",,"-2","-16",
"USW00027502","BARROW AIRPORT, AK US","2006-01-23",,"-3","-18",
"USW00027502","BARROW AIRPORT, AK US","2006-01-24",,"-17","-25",
"USW00027502","BARROW AIRPORT, AK US","2006-01-25",,"-22","-30",
"USW00027502","BARROW AIRPORT, AK US","2006-01-26",,"-19","-32",
"USW00027502","BARROW AIRPORT, AK US","2006-01-27",,"1","-19",
"USW00027502","BARROW AIRPORT, AK US","2006-01-28",,"7","-4",
"USW00027502","BARROW AIRPORT, AK US","2006-01-29",,"2","-32",
"USW00027502","BARROW AIRPORT, AK US","2006-01-30",,"-19","-38",
"USW00027502","BARROW AIRPORT, AK US","2006-01-31",,"-32","-46",
"USW00027502","BARROW AIRPORT, AK US","2006-02-01",,"-25","-36",
"USW00027502","BARROW AIRPORT, AK US","2006-02-02",,"-25","-46",
"USW00027502","BARROW AIRPORT, AK US","2006-02-03",,"-23","-55",
"USW00027502","BARROW AIRPORT, AK US","2006-02-04",,"-31","-51",
"USW00027502","BARROW AIRPORT, AK US","2006-02-05",,"-15","-42",
"USW00027502","BARROW AIRPORT, AK US","2006-02-06",,"-2","-19",
"USW00027502","BARROW AIRPORT, AK US","2006-02-07",,"2","-3",
"USW00027502","BARROW AIRPORT, AK US","2006-02-08",,"2","-5",
"USW00027502","BARROW AIRPORT, AK US","2006-02-09",,"-4","-31",
"USW00027502","BARROW AIRPORT, AK US","2006-02-10",,"-6","-18",
"USW00027502","BARROW AIRPORT, AK US","2006-02-11",,"3","-6",
"USW00027502","BARROW AIRPORT, AK US","2006-02-12",,"8","2",
"USW00027502","BARROW AIRPORT, AK US","2006-02-13",,"12","-13",
"USW00027502","BARROW AIRPORT, AK US","2006-02-14",,"35","-7",
"USW00027502","BARROW AIRPORT, AK US","2006-02-15",,"34","19",
"USW00027502","BARROW AIRPORT, AK US","2006-02-16",,"34","17",
"USW00027502","BARROW AIRPORT, AK US","2006-02-17",,"20","-5",
"USW00027502","BARROW AIRPORT, AK US","2006-02-18",,"22","2",
"USW00027502","BARROW AIRPORT, AK US","2006-02-19",,"30","15",
"USW00027502","BARROW AIRPORT, AK US","2006-02-20",,"19","-4",
"USW00027502","BARROW AIRPORT, AK US","2006-02-21",,"-2","-7",
"USW00027502","BARROW AIRPORT, AK US","2006-02-22",,"-3","-16",
"USW00027502","BARROW AIRPORT, AK US","2006-02-23",,"-13","-27",
"USW00027502","BARROW AIRPORT, AK US","2006-02-24",,"-16","-34",
"USW00027502","BARROW AIRPORT, AK US","2006-02-25",,"2","-16",
"USW00027502","BARROW AIRPORT, AK US","2006-02-26",,"-1","-19",
"USW00027502","BARROW AIRPORT, AK US","2006-02-27",,"-16","-25",
"USW00027502","BARROW AIRPORT, AK US","2006-02-28",,"-23","-39",
"USW00027502","BARROW AIRPORT, AK US","2006-03-01",,"-30","-44",
"USW00027502","BARROW AIRPORT, AK US","2006-03-02",,"-17","-34",
"USW00027502","BARROW AIRPORT, AK US","2006-03-03",,"-4","-19",
"USW00027502","BARROW AIRPORT, AK US","2006-03-04",,"-4","-13",
"USW00027502","BARROW AIRPORT, AK US","2006-03-05",,"-9","-16",
"USW00027502","BARROW AIRPORT, AK US","2006-03-06",,"-6","-11",
"USW00027502","BARROW AIRPORT, AK US","2006-03-07",,"-6","-15",
"USW00027502","BARROW AIRPORT, AK US","2006-03-08",,"-15","-33",
"USW00027502","BARROW AIRPORT, AK US","2006-03-09",,"-28","-40",
"USW00027502","BARROW AIRPORT, AK US","2006-03-10",,"-30","-44",
"USW00027502","BARROW AIRPORT, AK US","2006-03-11",,"-25","-46",
"USW00027502","BARROW AIRPORT, AK US","2006-03-12",,"-15","-33",
"USW00027502","BARROW AIRPORT, AK US","2006-03-13",,"-9","-21",
"USW00027502","BARROW AIRPORT, AK US","2006-03-14",,"-9","-17",
"USW00027502","BARROW AIRPORT, AK US","2006-03-15",,"-5","-19",
"USW00027502","BARROW AIRPORT, AK US","2006-03-16",,"-9","-19",
"USW00027502","BARROW AIRPORT, AK US","2006-03-17",,"-7","-14",
"USW00027502","BARROW AIRPORT, AK US","2006-03-18",,"-6","-13",
"USW00027502","BARROW AIRPORT, AK US","2006-03-19",,"-4","-11",
"USW00027502","BARROW AIRPORT, AK US","2006-03-20",,"-6","-13",
"USW00027502","BARROW AIRPORT, AK US","2006-03-21",,"-3","-15",
"USW00027502","BARROW AIRPORT, AK US","2006-03-22",,"-8","-20",
"USW00027502","BARROW AIRPORT, AK US","2006-03-23",,"-10","-22",
"USW00027502","BARROW AIRPORT, AK US","2006-03-24",,"-14","-24",
"USW00027502","BARROW AIRPORT, AK US","2006-03-25",,"-14","-26",
"USW00027502","BARROW AIRPORT, AK US","2006-03-26",,"-17","-29",
"USW00027502","BARROW AIRPORT, AK US","2006-03-27",,"-15","-30",
"USW00027502","BARROW AIRPORT, AK US","2006-03-28",,"-10","-25",
"USW00027502","BARROW AIRPORT, AK US","2006-03-29",,"-14","-34",
"USW00027502","BARROW AIRPORT, AK US","2006-03-30",,"-13","-25",
"USW00027502","BARROW AIRPORT, AK US","2006-03-31",,"-9","-23",
"USW00027502","BARROW AIRPORT, AK US","2006-04-01",,"0","-10",
"USW00027502","BARROW AIRPORT, AK US","2006-04-02",,"3","-1",
"USW00027502","BARROW AIRPORT, AK US","2006-04-03",,"0","-19",
"USW00027502","BARROW AIRPORT, AK US","2006-04-04",,"0","-23",
"USW00027502","BARROW AIRPORT, AK US","2006-04-05",,"-1","-16",
"USW00027502","BARROW AIRPORT, AK US","2006-04-06",,"-3","-16",
"USW00027502","BARROW AIRPORT, AK US","2006-04-07",,"-9","-22",
"USW00027502","BARROW AIRPORT, AK US","2006-04-08",,"-3","-22",
"USW00027502","BARROW AIRPORT, AK US","2006-04-09",,"-2","-7",
"USW00027502","BARROW AIRPORT, AK US","2006-04-10",,"-3","-9",
"USW00027502","BARROW AIRPORT, AK US","2006-04-11",,"-1","-10",
"USW00027502","BARROW AIRPORT, AK US","2006-04-12",,"-3","-11",
"USW00027502","BARROW AIRPORT, AK US","2006-04-13",,"0","-15",
"USW00027502","BARROW AIRPORT, AK US","2006-04-14",,"4","-2",
"USW00027502","BARROW AIRPORT, AK US","2006-04-15",,"0","-6",
"USW00027502","BARROW AIRPORT, AK US","2006-04-16",,"0","-9",
"USW00027502","BARROW AIRPORT, AK US","2006-04-17",,"5","-7",
"USW00027502","BARROW AIRPORT, AK US","2006-04-18",,"3","-20",
"USW00027502","BARROW AIRPORT, AK US","2006-04-19",,"-9","-24",
"USW00027502","BARROW AIRPORT, AK US","2006-04-20",,"-7","-24",
"USW00027502","BARROW AIRPORT, AK US","2006-04-21",,"-3","-14",
"USW00027502","BARROW AIRPORT, AK US","2006-04-22",,"-1","-9",
"USW00027502","BARROW AIRPORT, AK US","2006-04-23",,"4","-4",
"USW00027502","BARROW AIRPORT, AK US","2006-04-24",,"12","-9",
"USW00027502","BARROW AIRPORT, AK US","2006-04-25",,"16","12",
"USW00027502","BARROW AIRPORT, AK US","2006-04-26",,"14","3",
"USW00027502","BARROW AIRPORT, AK US","2006-04-27",,"6","-6",
"USW00027502","BARROW AIRPORT, AK US","2006-04-28",,"9","2",
"USW00027502","BARROW AIRPORT, AK US","2006-04-29",,"12","5",
"USW00027502","BARROW AIRPORT, AK US","2006-04-30",,"12","0",
"USW00027502","BARROW AIRPORT, AK US","2006-05-01",,"13","7",
"USW00027502","BARROW AIRPORT, AK US","2006-05-02",,"12","-3",
"USW00027502","BARROW AIRPORT, AK US","2006-05-03",,"12","2",
"USW00027502","BARROW AIRPORT, AK US","2006-05-04",,"13","5",
"USW00027502","BARROW AIRPORT, AK US","2006-05-05",,"14","6",
"USW00027502","BARROW AIRPORT, AK US","2006-05-06",,"16","8",
"USW00027502","BARROW AIRPORT, AK US","2006-05-07",,"17","12",
"USW00027502","BARROW AIRPORT, AK US","2006-05-08",,"25","15",
"USW00027502","BARROW AIRPORT, AK US","2006-05-09",,"27","19",
"USW00027502","BARROW AIRPORT, AK US","2006-05-10",,"26","22",
"USW00027502","BARROW AIRPORT, AK US","2006-05-11",,"27","20",
"USW00027502","BARROW AIRPORT, AK US","2006-05-12",,"27","21",
"USW00027502","BARROW AIRPORT, AK US","2006-05-13",,"35","15",
"USW00027502","BARROW AIRPORT, AK US","2006-05-14",,"35","30",
"USW00027502","BARROW AIRPORT, AK US","2006-05-15",,"36","26",
"USW00027502","BARROW AIRPORT, AK US","2006-05-16",,"35","22",
"USW00027502","BARROW AIRPORT, AK US","2006-05-17",,"33","25",
"USW00027502","BARROW AIRPORT, AK US","2006-05-18",,"28","22",
"USW00027502","BARROW AIRPORT, AK US","2006-05-19",,"30","24",
"USW00027502","BARROW AIRPORT, AK US","2006-05-20",,"29","25",
"USW00027502","BARROW AIRPORT, AK US","2006-05-21",,"31","26",
"USW00027502","BARROW AIRPORT, AK US","2006-05-22",,"30","27",
"USW00027502","BARROW AIRPORT, AK US","2006-05-23",,"34","26",
"USW00027502","BARROW AIRPORT, AK US","2006-05-24",,"37","26",
"USW00027502","BARROW AIRPORT, AK US","2006-05-25",,"36","32",
"USW00027502","BARROW AIRPORT, AK US","2006-05-26",,"35","30",
"USW00027502","BARROW AIRPORT, AK US","2006-05-27",,"34","28",
"USW00027502","BARROW AIRPORT, AK US","2006-05-28",,"35","31",
"USW00027502","BARROW AIRPORT, AK US","2006-05-29",,"32","26",
"USW00027502","BARROW AIRPORT, AK US","2006-05-30",,"33","24",
"USW00027502","BARROW AIRPORT, AK US","2006-05-31",,"33","23",
"USW00027502","BARROW AIRPORT, AK US","2006-06-01",,"31","23",
"USW00027502","BARROW AIRPORT, AK US","2006-06-02",,"28","22",
"USW00027502","BARROW AIRPORT, AK US","2006-06-03",,"25","21",
"USW00027502","BARROW AIRPORT, AK US","2006-06-04",,"28","22",
"USW00027502","BARROW AIRPORT, AK US","2006-06-05",,"36","25",
"USW00027502","BARROW AIRPORT, AK US","2006-06-06",,"39","32",
"USW00027502","BARROW AIRPORT, AK US","2006-06-07",,"35","30",
"USW00027502","BARROW AIRPORT, AK US","2006-06-08",,"45","28",
"USW00027502","BARROW AIRPORT, AK US","2006-06-09",,"52","33",
"USW00027502","BARROW AIRPORT, AK US","2006-06-10",,"53","35",
"USW00027502","BARROW AIRPORT, AK US","2006-06-11",,"46","32",
"USW00027502","BARROW AIRPORT, AK US","2006-06-12",,"46","29",
"USW00027502","BARROW AIRPORT, AK US","2006-06-13",,"53","34",
"USW00027502","BARROW AIRPORT, AK US","2006-06-14",,"43","32",
"USW00027502","BARROW AIRPORT, AK US","2006-06-15",,"34","31",
"USW00027502","BARROW AIRPORT, AK US","2006-06-16",,"36","29",
"USW00027502","BARROW AIRPORT, AK US","2006-06-17",,"40","29",
"USW00027502","BARROW AIRPORT, AK US","2006-06-18",,"46","31",
"USW00027502","BARROW AIRPORT, AK US","2006-06-19",,"40","34",
"USW00027502","BARROW AIRPORT, AK US","2006-06-20",,"42","33",
"USW00027502","BARROW AIRPORT, AK US","2006-06-21",,"43","37",
"USW00027502","BARROW AIRPORT, AK US","2006-06-22",,"42","32",
"USW00027502","BARROW AIRPORT, AK US","2006-06-23",,"42","32",
"USW00027502","BARROW AIRPORT, AK US","2006-06-24",,"64","40",
"USW00027502","BARROW AIRPORT, AK US","2006-06-25",,"59","38",
"USW00027502","BARROW AIRPORT, AK US","2006-06-26",,"43","34",
"USW00027502","BARROW AIRPORT, AK US","2006-06-27",,"58","33",
"USW00027502","BARROW AIRPORT, AK US","2006-06-28",,"53","40",
"USW00027502","BARROW AIRPORT, AK US","2006-06-29",,"57","41",
"USW00027502","BARROW AIRPORT, AK US","2006-06-30",,"58","31",
"USW00027502","BARROW AIRPORT, AK US","2006-07-01",,"35","31",
"USW00027502","BARROW AIRPORT, AK US","2006-07-02",,"34","30",
"USW00027502","BARROW AIRPORT, AK US","2006-07-03",,"40","29",
"USW00027502","BARROW AIRPORT, AK US","2006-07-04",,"42","31",
"USW00027502","BARROW AIRPORT, AK US","2006-07-05",,"39","29",
"USW00027502","BARROW AIRPORT, AK US","2006-07-06",,"34","27",
"USW00027502","BARROW AIRPORT, AK US","2006-07-07",,"37","30",
"USW00027502","BARROW AIRPORT, AK US","2006-07-08",,"40","33",
"USW00027502","BARROW AIRPORT, AK US","2006-07-09",,"43","32",
"USW00027502","BARROW AIRPORT, AK US","2006-07-10",,"48","32",
"USW00027502","BARROW AIRPORT, AK US","2006-07-11",,"47","35",
"USW00027502","BARROW AIRPORT, AK US","2006-07-12",,"38","35",
"USW00027502","BARROW AIRPORT, AK US","2006-07-13",,"38","32",
"USW00027502","BARROW AIRPORT, AK US","2006-07-14",,"48","32",
"USW00027502","BARROW AIRPORT, AK US","2006-07-15",,"52","38",
"USW00027502","BARROW AIRPORT, AK US","2006-07-16",,"51","32",
"USW00027502","BARROW AIRPORT, AK US","2006-07-17",,"45","32",
"USW00027502","BARROW AIRPORT, AK US","2006-07-18",,"55","37",
"USW00027502","BARROW AIRPORT, AK US","2006-07-19",,"39","32",
"USW00027502","BARROW AIRPORT, AK US","2006-07-20",,"35","30",
"USW00027502","BARROW AIRPORT, AK US","2006-07-21",,"35","30",
"USW00027502","BARROW AIRPORT, AK US","2006-07-22",,"41","30",
"USW00027502","BARROW AIRPORT, AK US","2006-07-23",,"48","35",
"USW00027502","BARROW AIRPORT, AK US","2006-07-24",,"62","38",
"USW00027502","BARROW AIRPORT, AK US","2006-07-25",,"47","40",
"USW00027502","BARROW AIRPORT, AK US","2006-07-26",,"51","34",
"USW00027502","BARROW AIRPORT, AK US","2006-07-27",,"63","39",
"USW00027502","BARROW AIRPORT, AK US","2006-07-28",,"62","43",
"USW00027502","BARROW AIRPORT, AK US","2006-07-29",,"46","36",
"USW00027502","BARROW AIRPORT, AK US","2006-07-30",,"49","39",
"USW00027502","BARROW AIRPORT, AK US","2006-07-31",,"41","35",
"USW00027502","BARROW AIRPORT, AK US","2006-08-01",,"42","35",
"USW00027502","BARROW AIRPORT, AK US","2006-08-02",,"47","34",
"USW00027502","BARROW AIRPORT, AK US","2006-08-03",,"46","37",
"USW00027502","BARROW AIRPORT, AK US","2006-08-04",,"49","36",
"USW00027502","BARROW AIRPORT, AK US","2006-08-05",,"41","34",
"USW00027502","BARROW AIRPORT, AK US","2006-08-06",,"51","38",
"USW00027502","BARROW AIRPORT, AK US","2006-08-07",,"49","33",
"USW00027502","BARROW AIRPORT, AK US","2006-08-08",,"38","34",
"USW00027502","BARROW AIRPORT, AK US","2006-08-09",,"60","35",
"USW00027502","BARROW AIRPORT, AK US","2006-08-10",,"49","33",
"USW00027502","BARROW AIRPORT, AK US","2006-08-11",,"37","30",
"USW00027502","BARROW AIRPORT, AK US","2006-08-12",,"39","31",
"USW00027502","BARROW AIRPORT, AK US","2006-08-13",,"35","31",
"USW00027502","BARROW AIRPORT, AK US","2006-08-14",,"45","33",
"USW00027502","BARROW AIRPORT, AK US","2006-08-15",,"43","31",
"USW00027502","BARROW AIRPORT, AK US","2006-08-16",,"33","30",
"USW00027502","BARROW AIRPORT, AK US","2006-08-17",,"35","31",
"USW00027502","BARROW AIRPORT, AK US","2006-08-18",,"37","30",
"USW00027502","BARROW AIRPORT, AK US","2006-08-19",,"36","30",
"USW00027502","BARROW AIRPORT, AK US","2006-08-20",,"37","34",
"USW00027502","BARROW AIRPORT, AK US","2006-08-21",,"37","34",
"USW00027502","BARROW AIRPORT, AK US","2006-08-22",,"40","34",
"USW00027502","BARROW AIRPORT, AK US","2006-08-23",,"39","33",
"USW00027502","BARROW AIRPORT, AK US","2006-08-24",,"40","29",
"USW00027502","BARROW AIRPORT, AK US","2006-08-25",,"34","28",
"USW00027502","BARROW AIRPORT, AK US","2006-08-26",,"36","28",
"USW00027502","BARROW AIRPORT, AK US","2006-08-27",,"39","31",
"USW00027502","BARROW AIRPORT, AK US","2006-08-28",,"39","27",
"USW00027502","BARROW AIRPORT, AK US","2006-08-29",,"37","32",
"USW00027502","BARROW AIRPORT, AK US","2006-08-30",,"35","30",
"USW00027502","BARROW AIRPORT, AK US","2006-08-31",,"36","28",
"USW00027502","BARROW AIRPORT, AK US","2006-09-01",,"40","30",
"USW00027502","BARROW AIRPORT, AK US","2006-09-02",,"40","31",
"USW00027502","BARROW AIRPORT, AK US","2006-09-03",,"51","31",
"USW00027502","BARROW AIRPORT, AK US","2006-09-04",,"60","36",
"USW00027502","BARROW AIRPORT, AK US","2006-09-05",,"61","36",
"USW00027502","BARROW AIRPORT, AK US","2006-09-06",,"50","33",
